Characteristic curve of a resistor
Measurements
Fitted line: 
Voltage in V
Amperage in microAmps
Resistor
(0,5.3,.3)
=========================================================
0
3
6
9
13
16
19
23
26
29
33
36
39
43
46
49
52
55
58
